House Name,Price,Room Type,Area,Price per m2,Sun Direction,Floor Level,Furnishing,Review,Year Built,Lift,Property Quality,Residence Type,Building Structure,Building Type,Leasing Date
西二旗智学苑，新上板楼三居+满五年一套,650,3室1厅1卫,82.44,78845,东西,顶层,精装修,6.9,2000,无,个人产权,普通住宅,平层,板楼,2023-06-06
出售 燕西台 6室 南北 简装修,4880,6室2厅5卫,406.66,120002,南,底层,简装修,7.1,2017,独栋,平层,2023-05-24,101574\n元/平米,↑16.9%,↓0.29%
出售 上林溪 3室 南北 精装修,1340,3室2厅2卫,115.47,116047,南北,低层,精装修,7.0,2015,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 郦城 4室 南北向 精装修,2376,4室2厅2卫,186,127742,南北,低层,精装修,6.8,2004,有,商品房,普通住宅,平层,板楼,2023-06-02
出售 东升园 2室 东西 精装修,900,2室1厅1卫,72.72,123762,东西,低层,精装修,6.0,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 褐石园 4室 南北 精装修,3900,4室2厅2卫,287,135889,南北,中层,精装修,6.8,2005,有,商品房,普通住宅,平层,板楼,2023-06-16
出售 逸成东苑 4室 南北 精装修,2168,4室2厅3卫,214.93,100870,南北,顶层,精装修,6.9,2003,有,商品房,普通住宅,平层,板楼,2023-05-12
出售 褐石园 4室 南北 精装修,3600,4室2厅4卫,285.14,126254,南北,中层,精装修,6.8,2008,有,商品房,普通住宅,平层,砖楼,2023-06-28
海淀 田村金隅瑞和园 3室1厅1卫,650,3室1厅1卫,96,67708,南北,中层,精装修,7.0,2014,无,经济适用房,普通住宅,平层,板楼,2023-06-01
碧水云天 高层199平 观景4居 西向 公园西山美景,3360,4室3厅2卫,199.4,168506,东西,中层,精装修,6.7,2004,无,个人产权,普通住宅,平层,板楼,2023-07-05
马连洼 菊花盛苑  精装修复式  南北通透 满五年,1658,3室1厅2卫,180.11,92055,南北,顶层,简装修,6.9,2002,无,个人产权,普通住宅,平层,板楼,2023-05-08
世纪城远大园四区  精装南北四居室  居住舒适 看房便利,2790,4室2厅2卫,198,140909,南北,中层,精装修,6.4,2006,有,商品房,普通住宅,平层,板楼,2023-05-10
满五少，房南北诚心出售。看房提前约,2550,5室1厅3卫,208.87,122086,东,底层,精装修,8.4,2002,独栋,平层,2023-06-14,119687\n元/平米,↑27.67%,↓3.03%
出售 枫丹丽舍 3室 南北 精装修,1350,3室2厅2卫,147.56,91488,南北,高层,精装修,7.3,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
2012年新小区，住在公园里的洋房三居，板楼通透，南侧是,1520,3室2厅2卫,147.82,102828,南北,低层,精装修,6.9,无,个人产权,普通住宅,平层,板楼,2023-06-28,104193\n元/平米
出售 西山壹号院 3室 南北向 精装修,2479,3室2厅2卫,181,136961,南北,顶层,精装修,8.3,2011,无,商品房,普通住宅,平层,砖楼,2023-05-26
出售 清上园 1室 西北 精装修,479,1室1厅1卫,57.87,82772,西北,高层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 紫竹花园 4室 西南 精装修,2100,4室2厅2卫,234.44,89575,西南,低层,精装修,6.9,2003,无,商品房,普通住宅,平层,板楼,2023-06-27
出售 五矿万科如园 4室 向 精装修,3050,4室3厅3卫,288.62,105675,南,中层,精装修,8.2,2015,无,商品房,普通住宅,平层,板楼,2023-06-29
中海集团开发，南北板楼，明厨明卫，安静不临街，户型好，有钥匙,1380,2室1厅1卫,115.64,119336,西南,底层,简装修,6.6,2016,有,商品房,普通住宅,平层,砖楼,2023-05-09
出售 曙光花园望山园 2室 西南 精装修,1130,2室2厅1卫,114.98,98278,西南,中层,精装修,6.8,2000,无,商品房,普通住宅,平层,砖楼,2023-06-28
出售 保利西山林语 3室 南北 简装修,678,3室2厅1卫,97.39,69617,南北,顶层,简装修,6.6,2009,有,商品房,普通住宅,平层,板楼,2023-06-01
西三环 人济山庄 东向两居 可以款 满五 价格能聊,1138,2室1厅1卫,106.24,107116,东,低层,简装修,6.9,2000,有,商品房,普通住宅,平层,塔楼,2023-05-14
出售 曙光花园望山园 3室 南北向 精装修,1398,3室2厅2卫,130.92,106783,南北,中层,精装修,6.8,2000,无,商品房,普通住宅,平层,砖楼,2023-07-02
出售 橡树湾 2室 西 精装修,1100,暂无,80,137500,西,高层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 金隅山墅 5室 南北 精装修,2800,5室3厅3卫,223.78,125123,南,底层,精装修,8.4,2022,独栋,平层,2023-07-01,107227\n元/平米,↑16.64%,↑1.47%
出售 人济山庄 2室 东向 简装修,1138,2室1厅1卫,106.24,107116,东,低层,简装修,6.9,2000,有,商品房,普通住宅,平层,塔楼,2023-07-01
海淀西三旗沁春家园板楼2室1厅,646,2室1厅1卫,102.31,63141,南北,高层,精装修,7.2,2002,无,个人产权,普通住宅,平层,板楼,2023-06-04
颐源居二期塔楼新出高层东南两居观景房满五税费少看房方便,1450,2室1厅1卫,112.66,128706,东南,高层,精装修,6.9,2000,无,商品房,普通住宅,平层,板楼,2023-05-08
出售 富力桃园C区 3室 南北 精装修,1365,3室2厅2卫,156.69,87115,南北,中层,精装修,7.0,2008,有,商品房,普通住宅,平层,板楼,2023-06-30
出售 五矿万科如园 4室 南北向 精装修,3050,4室3厅3卫,285.69,106759,南北,低层,精装修,8.2,2015,有,商品房,普通住宅,平层,砖楼,2023-04-23
慈寿寺地铁站，双轨交汇，安静不临街，明厨明卫，双入户门,1200,2室2厅2卫,115.64,103770,西南,底层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-06-08
出售 圆明园花园别墅 3室 西南 简装修,1070,3室2厅2卫,121.92,87762,西南,高层,简装修,7.0,2002,无,商品房,普通住宅,平层,板楼,2023-07-01
新起点嘉园 5室2厅2卫 客厅朝南 两房朝南,2280,5室2厅2卫,267,85393,南,低层,精装修,6.6,2003,无,商品房,普通住宅,平层,板楼,2023-06-27
出售 西山美墅馆 2室 南北 简装修,1180,2室2厅1卫,82.46,143100,南北,顶层,简装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-04
出售 中海馥园 2室 东北 精装修,1008,2室1厅1卫,71.64,140704,东北,低层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
出售 中海紫金苑 2室 南北 精装修,2550,2室2厅2卫,180.87,140985,南北,底层,精装修,6.9,2000,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 曙光花园望山园 2室 西南向 精装修,1058,2室1厅1卫,105.63,100161,西南,低层,精装修,6.8,2000,无,商品房,普通住宅,平层,砖楼,2023-05-04
出售 燕北园 1室 南向 简装修,495,1室1厅1卫,41.6,118990,南,中层,简装修,6.1,2021,无,商品房,普通住宅,平层,砖楼,2023-06-21
出售 富力桃园A区 2室 南向 精装修,780,2室1厅1卫,86.95,89707,南,中层,精装修,7.0,2008,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 乐府江南 2室 东西向 精装修,998,2室2厅2卫,100.29,99511,东西,高层,精装修,7.2,2005,无,商品房,普通住宅,平层,板楼,2023-05-31
出售 清上园 2室 西北 精装修,660,2室1厅1卫,74,89189,西北,中层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 天秀花园古月园 5室 南北 精装修,2380,5室3厅3卫,271.18,87765,南北,顶层,精装修,7.1,2008,有,商品房,普通住宅,平层,板楼,2023-07-01
高层三居室，可以看百望山全貌，中式装修钥匙房，随时交易,2479,3室2厅2卫,181,136961,南北,顶层,精装修,8.3,2011,无,个人产权,普通住宅,平层,板楼,2023-07-01
（上新必看好房）高层观景精装正规四居室！不临街！正对花园！,1586,4室1厅2卫,99.93,158711,西南,顶层,精装修,6.7,2011,无,个人产权,普通住宅,平层,板楼,2023-04-26
优选！燕西台！面宽大！一层带老人房！大厨房！大卧室！西山金源,3800,3室2厅5卫,385.06,98686,东,底层,精装修,7.1,2009,独栋,平层,2023-06-20,101574\n元/平米,↑16.9%,↓0.29%
出售 诚品建筑 2室 南北向 简装修,1539,2室1厅2卫,117.23,131280,南北,高层,简装修,7.0,2010,无,商品房,普通住宅,平层,板楼,2023-06-17
出售 曙光花园望山园 2室 西南 精装修,1130,2室1厅1卫,101.84,110958,西南,高层,精装修,6.8,2000,无,商品房,普通住宅,平层,板楼,2023-06-14
出售 百旺茉莉园 2室 西南向 简装修,909,2室1厅1卫,87.21,104231,西南,高层,简装修,7.1,2006,有,商品房,普通住宅,平层,砖楼,2023-06-04
地铁6号线，玉海园一里电梯房三居室，中间楼层，公房，随时可看,655,3室1厅1卫,78.77,83153,南北,中层,简装修,7.1,2000,无,个人产权,普通住宅,平层,板楼,2023-06-01
出售 世纪城晴雪园 4室 南北 简装修,3120,4室2厅2卫,205,152195,南北,低层,简装修,6.8,2004,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 唐宁ONE 4室 南向 精装修,4999,4室3厅4卫,380,131553,南,低层,精装修,7.9,2011,无,商品房,普通住宅,平层,砖楼,2023-06-16
出售 郦城 3室 南北向 精装修,1620,3室2厅2卫,147.56,109786,南北,顶层,精装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-06-24
出售 世纪城远大园六区 4室 西南 精装修,2300,4室2厅2卫,203,113300,西南,高层,精装修,6.7,2002,有,商品房,普通住宅,平层,塔楼,2023-07-04
世纪城远大园四区 高层四居室 居住舒适 看房便利,2050,4室1厅2卫,203,100985,东南,高层,简装修,6.4,2021,有,商品房,普通住宅,平层,砖楼,2023-05-10
出售 百旺茉莉园 3室 南北 精装修,1450,3室2厅2卫,131.75,110057,南北,底层,精装修,7.1,2006,有,商品房,普通住宅,平层,板楼,2023-05-30
出售 上地东里 3室 南北向 精装修,1450,3室2厅2卫,148.5,97643,南北,顶层,精装修,5.5,2022,无,商品房,普通住宅,平层,板楼,2023-06-08
西钓鱼台嘉园 5室2厅4卫 卫生间全明 带飘窗,4450,5室2厅4卫,355.67,125116,南北,高层,精装修,6.9,2005,无,商品房,普通住宅,平层,板楼,2023-07-04
双榆树满庭芳园新上高层三居室全明户型满五年,1179,3室1厅1卫,128.27,91915,西北,高层,精装修,6.8,1999,无,个人产权,普通住宅,平层,板楼,2023-06-29
出售 逸成东苑 2室 南北向 精装修,1515,2室2厅2卫,112.74,134380,南北,低层,精装修,6.9,2005,无,个人产权,普通住宅,平层,砖楼,2023-07-05
出售 领秀新硅谷 2室 南北向 精装修,1280,2室1厅1卫,115.1,111208,南北,顶层,精装修,7.1,2021,有,商品房,普通住宅,平层,砖楼,2023-07-01
出售 金隅翡丽蓝爵堡 4室 南北 简装修,2260,4室2厅3卫,243.03,92993,南,中层,简装修,8.6,2022,独栋,平层,2023-05-28,113943\n元/平米,↑48.92%,↑4.63%
新增 西北旺 地铁 电梯2居 满五年 近软件园 百度 联想,736,2室1厅1卫,83.76,87870,南,低层,简装修,6.8,2003,无,个人产权,普通住宅,平层,板楼,2023-06-25
有钥匙！带双明卫的南北三居，三个卧室不共用一堵墙，安静位置好,1230,暂无,138.6,88745,南北,中层,精装修,7.0,无,个人产权,普通住宅,平层,板楼,2023-06-29,85986\n元/平米
出售 华润橡树湾 2室 东向 精装修,935,暂无,71.43,130897,东,低层,精装修,6.7,2021,有,商品房,普通住宅,平层,砖楼,2023-04-22
西三环 海淀区莲花小区西南大二居 出售,825,3室1厅1卫,100.83,81821,西南,中层,精装修,7.1,1999,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 富力桃园C区 2室 西北向 精装修,730,2室1厅1卫,86.7,84198,西北,高层,精装修,7.0,2009,有,商品房,普通住宅,平层,板楼,2023-05-01
出售 橡树湾 3室 南 精装修,1920,3室2厅2卫,139,138129,南,高层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-03
出售 世纪城晴雪园 4室 南 简装修,3520,4室2厅2卫,218,161468,南,中层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-05-23
出售 美丽园 3室 南北 精装修,1980,3室2厅2卫,144.62,136911,南北,中层,精装修,7.0,2000,有,商品房,普通住宅,平层,板楼,2023-06-21
三环内，观景大复式，安静不临街，观紫竹院公园元宝湖，人车分流,5500,5室3厅4卫,345.82,159042,东南,高层,豪华装修,6.9,2003,无,商品房,普通住宅,平层,砖楼,2023-06-12
南北通透大三居，中间楼层，采光充足，视野开阔,1218,3室2厅2卫,131.46,92652,南北,中层,精装修,7.2,2005,无,个人产权,普通住宅,平层,板楼,2023-07-01
今日家园 3室2厅2卫 客厅带阳台 格局方正,998,3室2厅2卫,125.72,79383,西南,低层,精装修,6.8,2000,无,经济适用房,普通住宅,平层,板楼,2023-06-01
安宁庄西二旗 户型方正 装修保养好 中间楼层 视野开阔满五年,1140,3室1厅2卫,128.72,88564,西北,中层,精装修,6.6,2005,无,个人产权,普通住宅,平层,板楼,2023-06-16
户型方正，三面采光，低总价，满五年，家庭一套，价格能聊。,1140,3室1厅2卫,128.72,88564,西北,中层,精装修,6.6,2005,有,个人产权,普通住宅,平层,板楼,2023-05-03
出售 西钓鱼台嘉园 2室 东北向 精装修,955,2室1厅1卫,91,104945,东北,高层,精装修,6.9,2002,有,商品房,普通住宅,平层,砖楼,2023-04-13
出售 五矿万科如园 4室 南北 精装修,3050,4室3厅3卫,288.62,105675,南北,低层,精装修,8.2,2015,有,商品房,普通住宅,平层,砖楼,2023-06-09
出售 百旺茉莉园 3室 南北 精装修,1220,3室2厅2卫,115.41,105710,南北,中层,精装修,7.1,2006,有,商品房,普通住宅,平层,板楼,2023-05-30
出售 燕北园 2室 南北向 精装修,705,2室1厅1卫,65,108462,南北,中层,精装修,6.1,1995,无,商品房,普通住宅,平层,砖楼,2023-06-21
出售 曙光花园望山园 3室 东南 简装修,1490,3室2厅2卫,132.78,112216,东南,低层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-05-28
出售 紫竹花园 2室 东南 精装修,1398,2室1厅2卫,164.26,85109,东南,中层,精装修,6.9,2001,有,商品房,普通住宅,平层,塔楼,2023-06-27
出售 博雅德园 3室 南北 精装修,1050,3室1厅2卫,137.74,76231,南北,顶层,精装修,6.9,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
光大花园 全南正规大一居 圈层纯粹 采光充足 安静不临街,1085,1室1厅1卫,76.87,141147,南,中层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 观澜国际 3室 南北 精装修,2000,暂无,168.69,118561,南北,中层,精装修,7.0,2006,有,商品房,普通住宅,平层,板楼,2023-05-22
出售 郦城 3室 南北向 精装修,2170,3室2厅3卫,226.04,96001,南北,底层,精装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-04
佣，金一个点，海淀玉泉路玉海园二里3室1厅，电梯房，诚意出售,936,3室1厅1卫,124.12,75411,东北,高层,精装修,7.1,2006,有,个人产权,普通住宅,平层,板楼,2023-07-01
出售 保利西山林语 4室 南北 精装修,1150,4室2厅2卫,170.03,67635,南北,低层,精装修,6.6,2022,有,商品房,普通住宅,平层,板楼,2023-06-29
出售 逸成东苑 2室 北向 简装修,765,2室1厅1卫,76,100658,北,顶层,简装修,6.9,2017,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 领秀新硅谷 3室 南北向 简装修,1690,3室1厅2卫,154.15,109633,南北,低层,简装修,7.1,2021,有,商品房,普通住宅,平层,板楼,2023-07-01
新上 中关村 双榆树北里 三居 中间楼层 南北通透,930,3室1厅1卫,74.4,125000,南北,中层,精装修,5.6,1985,无,个人产权,普通住宅,平层,板楼,2023-07-02
五棵松永定路西里2居，满五年商品房，1994年楼龄带电梯,730,2室1厅1卫,58,125862,南北,顶层,精装修,6.0,1994,有,个人产权,普通住宅,平层,砖楼,2023-04-21
出售 世纪城三期春荫园 2室 南北向 精装修,1599,2室1厅1卫,121.21,131920,南北,顶层,精装修,6.5,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
电梯好房 随时欢迎可以直接看 可以谈,620,暂无,99.26,62462,西南,低层,精装修,6.9,无,个人产权,普通住宅,平层,板楼,2023-06-03,69965\n元/平米
出售 人济山庄 4室 东南向 精装修,2950,4室2厅2卫,254,116142,东南,低层,精装修,6.9,2004,有,商品房,普通住宅,平层,塔楼,2023-06-21
出售 紫竹花园 2室 西 精装修,1420,2室1厅2卫,164,86585,西,中层,精装修,6.9,2001,有,商品房,普通住宅,平层,塔楼,2023-06-27
出售 五矿万科如园 3室 南北 精装修,2980,3室3厅2卫,227,131278,南北,低层,精装修,8.2,2015,有,商品房,普通住宅,平层,板楼,2023-05-05
出售 保利西山林语别墅 4室 向 精装修,2450,4室3厅4卫,396.82,61741,南,底层,精装修,6.9,2010,独栋,平层,2023-05-30,64684\n元/平米,↑11.97%,↓2.16%
新上好房 花园路3号院 国企物业管理  南北通透大两居,698,3室1厅1卫,63.5,109921,南北,高层,精装修,6.0,1986,无,个人产权,普通住宅,平层,板楼,2023-07-03
五道口，中关村，清华北圆明园东门外褐石园联排小别墅,3900,5室2厅4卫,283.48,137576,南北,底层,精装修,6.8,2010,无,个人产权,普通住宅,平层,板楼,2023-05-09
出售 西山美墅馆公寓 3室 南北向 简装修,5200,3室2厅2卫,430,120930,南北,底层,简装修,6.7,2017,有,商品房,普通住宅,平层,板楼,2023-05-24
新华书店宿舍 西南向大两居 看房方便,920,2室1厅1卫,97.36,94495,西南,低层,精装修,7.0,2002,无,个人产权,普通住宅,平层,板楼,2023-06-01
出售 世纪城三期春荫园 3室 南北向 精装修,2270,3室2厅2卫,161.68,140401,南北,低层,精装修,6.5,2004,有,商品房,普通住宅,平层,板楼,2023-05-19
西钓鱼台嘉园 5室2厅4卫 两房朝南 客厅朝南,4500,5室2厅4卫,355.67,126522,南北,高层,精装修,6.9,2005,无,商品房,普通住宅,平层,板楼,2023-06-03
出售 香山清琴 7室 东西 豪华装修,11500,7室3厅7卫,743.58,154657,南,底层,豪华装修,7.8,2008,独栋,平层,2023-06-09,152843\n元/平米,↑9.25%,↓2.51%
海淀西北旺 百旺茉莉园 南向2居  装修好 地铁西北旺站,917,2室2厅1卫,88,104205,南,低层,精装修,7.1,2005,无,个人产权,普通住宅,平层,砖楼,2023-04-22
橡树湾五期+不临街位置+一层带院三居室+位置安静采光好+,3099,3室2厅2卫,206,150437,南北,底层,精装修,6.7,2019,有,商品房,普通住宅,平层,砖楼,2023-07-05
相信为您推荐的这套房子您一定会满意，赶快行动吧，先到先得!,2700,5室2厅4卫,219.25,123147,南北,顶层,精装修,8.3,2011,有,商品房,普通住宅,平层,板楼,2023-06-29
苏州桥地铁16号线三义庙南北经典三居小区中心位置,660,3室1厅1卫,57.9,113990,南北,底层,精装修,5.7,1985,无,个人产权,普通住宅,平层,板楼,2023-07-01
新华书店宿舍 西南向大两居 看房方便,938,3室1厅1卫,97.36,96343,西南,低层,简装修,7.0,2002,无,个人产权,普通住宅,平层,板楼,2023-07-05
海淀独栋，独立车库入户，私家花园180平，业主我联系 可大谈,2935,暂无,502,58466,东,底层,简装修,6.9,2008,独栋,平层,1,,2023-06-23,64684\n元/平米
领秀新硅谷视野楼层+电梯洋房+精装修三居室出售,1290,3室2厅2卫,110.99,116227,南北,顶层,精装修,7.1,2011,无,个人产权,普通住宅,平层,板楼,2023-06-25
出售 阳春光华枫树园 2室 南 精装修,1630,2室1厅1卫,105.56,154415,南,高层,精装修,6.9,2002,无,商品房,普通住宅,平层,板楼,2023-06-24
出售 怡水园 5室 东北 精装修,2850,5室2厅3卫,246,115854,东北,中层,精装修,7.2,2003,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 逸成东苑 3室 南北 简装修,1850,3室2厅2卫,156,118590,南北,低层,简装修,6.9,2004,有,商品房,普通住宅,平层,板楼,2023-07-05
出售 今日家园 3室 西南 豪华装修,1248,3室2厅2卫,126,99048,西南,底层,豪华装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
中关村 知春里北三环边 联想桥西北角双榆树双榆树东里2室1厅,635,2室1厅1卫,63.5,100000,东西,低层,豪华装修,6.0,1996,无,个人产权,普通住宅,平层,板楼,2023-05-09
紫竹桥 车道沟 紫竹院小区双南两居 中间层 采光好 带车位,620,2室1厅1卫,58.05,106804,南北,高层,精装修,6.1,1992,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 清上园 1室 南北 精装修,568,1室1厅1卫,71,80000,南北,中层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 玲珑花园 4室 南北 精装修,2870,4室2厅2卫,190.71,150490,南北,底层,精装修,7.1,2000,无,商品房,普通住宅,平层,板楼,2023-07-01
西四环3000平园内湖景，恒温恒湿科技住宅，实拍交付标准,2888,3室2厅3卫,225,128356,南北,顶层,豪华装修,8.1,2017,有,个人产权,普通住宅,平层,板楼,2023-06-27
出售 世纪城远大园五区 5室 南北 简装修,3350,5室2厅3卫,331.86,100946,南北,中层,简装修,6.7,2002,有,商品房,普通住宅,复式,板楼,2023-07-02
普惠南里，翠微路，高层两居，电梯房，有钥匙随时能看,800,2室1厅1卫,75.6,105820,西南,高层,精装修,5.7,1990,无,商品房,普通住宅,平层,板楼,2023-07-04
小西天 西土城路8号院 交科院双朝南两居室 中间楼层诚意出售,530,2室1厅1卫,53.5,99065,南,中层,简装修,6.3,1979,无,个人产权,普通住宅,平层,板楼,2023-07-04
领秀新硅谷+宽景大宅+安静位置不临街+钥匙房源随时可看,1950,3室2厅3卫,226,86283,北,高层,精装修,7.1,2020,有,商品房,普通住宅,平层,砖楼,2023-07-05
出售 百旺茉莉园 3室 南北 精装修,1730,3室2厅2卫,139,124460,南北,底层,精装修,7.1,2005,无,商品房,普通住宅,平层,板楼,2023-07-03
清河毛纺厂南小区 正规三居室 高楼层采光好 满五年一套,560,3室1厅1卫,69.3,80808,南北,顶层,精装修,5.8,1995,无,个人产权,普通住宅,平层,板楼,2023-05-31
出售 世纪城时雨园 3室 西南 精装修,1750,3室2厅2卫,165,106061,西南,低层,精装修,6.5,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 强佑清河新城 3室 南北 精装修,1150,3室1厅2卫,138.65,82943,南北,低层,精装修,7.0,2014,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 百旺新城夏霖园 2室 南北 简装修,660,2室1厅1卫,75.92,86934,南北,顶层,简装修,6.1,2004,无,商品房,普通住宅,平层,板楼,2023-06-27
小区中间位置，欧式风格南北三居，有独立餐厅和落地大阳台，安静,1495,3室2厅2卫,122,122541,南北,低层,简装修,8.2,无,个人产权,普通住宅,平层,板楼,2023-06-29,134864\n元/平米
出售 世纪城晴雪园 3室 南 简装修,2800,3室2厅2卫,164.68,170027,南,中层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 颐源居 6室 向 简装修,3600,6室3厅3卫,315,114286,南,高层,简装修,6.9,2021,有,商品房,普通住宅,平层,板楼,2023-04-30
我联系业主）天秀一层南北通透两居室  看房随时可约,748,2室1厅1卫,70.23,106507,南北,底层,精装修,6.1,2002,无,个人产权,普通住宅,平层,板楼,2023-06-28
新 南北通透 一梯两户 江南水乡 四面不临街 六号线 落地窗,1590,2室2厅2卫,123,129268,南北,中层,精装修,7.0,2011,有,个人产权,普通住宅,平层,板楼,2023-07-02
出售 橡树湾 5室 南北 精装修,2680,5室2厅3卫,159.8,167710,南北,顶层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 紫金长安 2室 东南 精装修,520,2室1厅1卫,104,50000,东南,高层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-06-30
知春路蓟门里东区  户型方正带客厅 诚心售 本楼在改造中,626,2室1厅1卫,61.7,101459,南,低层,精装修,6.9,1986,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 博雅德园 3室 南北向 精装修,1050,暂无,137.74,76231,南北,顶层,精装修,6.9,2006,有,商品房,普通住宅,平层,板楼,2023-04-13
出售 富力桃园A区 3室 南北向 精装修,1199,3室2厅2卫,149.57,80163,南北,中层,精装修,7.0,2022,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 世纪城时雨园 2室 东南 精装修,1380,2室2厅1卫,105,131429,东南,高层,精装修,6.5,2004,有,商品房,普通住宅,平层,板楼,2023-07-01
聚焦房源，上地西里南北向三居，满五低楼层，不临街,1528,3室1厅2卫,138.78,110102,南北,底层,精装修,6.7,2000,有,个人产权,普通住宅,平层,砖楼,2023-06-11
出售 清河毛纺厂南小区 2室 南北向 精装修,438,2室1厅1卫,56,78214,南北,顶层,精装修,5.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 西山公馆 3室 南北向 精装修,1500,3室2厅2卫,151,99338,南北,中层,精装修,8.1,2012,有,商品房,普通住宅,平层,板楼,2023-07-04
出售 燕清源 3室 西南向 简装修,1150,暂无,134,85821,西南,高层,简装修,6.9,2005,无,商品房,普通住宅,平层,板楼,2023-05-22
出售 西山华府禧园 5室 南北向 豪华装修,3200,暂无,283.62,112827,南北,底层,豪华装修,8.3,2009,有,商品房,普通住宅,平层,板楼,2023-04-30
五棵松六建大院3室1厅,698,3室1厅1卫,57.1,122242,南北,底层,精装修,5.7,1979,无,个人产权,普通住宅,平层,板楼,2023-06-17
苏州桥万泉河家属院院中院南北2室1厅,799,2室1厅1卫,57.25,139563,南北,底层,精装修,6.1,1990,无,个人产权,普通住宅,平层,板楼,2023-07-04
出售 领秀新硅谷 2室 南北向 精装修,450,2室1厅1卫,92.67,48559,南北,顶层,精装修,7.1,2010,无,商品房,普通住宅,平层,砖楼,2023-07-02
出售 国兴家园 3室 东 精装修,2400,3室2厅2卫,149.34,160707,东,高层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 西山美墅馆 3室 东南 精装修,4500,3室2厅4卫,293.13,153516,南,底层,精装修,6.8,2003,独栋,平层,2023-05-30,104906\n元/平米,↑4.9%,↓5.72%
军博铁道部五号院新2室1厅,1280,2室1厅1卫,95.66,133807,西南,中层,精装修,7.3,2009,无,个人产权,普通住宅,平层,板楼,2023-04-20
出售 人济山庄 3室 东北 精装修,1998,3室2厅2卫,153.73,129968,东北,顶层,精装修,6.9,2005,无,商品房,普通住宅,平层,板楼,2023-06-27
出售 紫金长安 3室 南北 简装修,2360,3室2厅2卫,148.93,158464,南北,顶层,简装修,7.0,2017,有,商品房,普通住宅,平层,板楼,2023-05-28
出售 西山壹号院 5室 南向 精装修,5999,5室3厅4卫,573,104695,南,底层,精装修,8.3,2022,无,商品房,普通住宅,平层,板楼,2023-05-30
出售 领秀硅谷 3室 南北 精装修,1360,3室2厅2卫,153.34,88692,南北,中层,精装修,8.3,2005,无,商品房,普通住宅,平层,板楼,2023-05-06
下跃 实际使用200多平 海淀（降价优选） 接受换房 海淀,1100,3室2厅2卫,130.3,84421,南北,底层,精装修,6.6,2009,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 领秀新硅谷 5室 南北向 毛坯,2400,5室2厅4卫,230,104348,南北,底层,毛坯,7.1,2009,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 保利西山林语 2室 南北 精装修,645,2室1厅1卫,90.59,71200,南北,低层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
中海紫金苑 人车分流 精装修宽敞舒适 观紫竹院公园美景,1720,2室2厅2卫,122.69,140191,东南,高层,精装修,6.9,2003,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 当代城市家园 3室 南北 精装修,1480,3室2厅2卫,142.3,104006,南北,底层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 博雅西园 3室 南北 简装修,1200,3室1厅1卫,110,109091,南北,中层,简装修,7.0,2004,有,商品房,普通住宅,平层,板楼,2023-05-30
